code_uic;libelle_point_d_arret;libelle;libelle_stif_info_voyageurs;libelle_sms_gare;nom_gare;adresse;code_insee_commune;commune;x_lambert_ii_etendu;y_lambert_ii_etendu;coord_gps_wgs84;zone_navigo;gare_non_sncf
87113886;L'ABBAYE (T4);L'ABBAYE;L ABBAYE;;L'Abbaye;Avenue de la Gare de l'Abbaye, 93600 Livry-Gargan;93046;Livry-Gargan;613225;2436020;48.922288819, 2.51685904559;4;0
87116038;ROISSY EN BRIE;ROISSY EN BRIE;GARE DE ROISSY EN BRIE;Roissy en B.;Roissy-en-Brie;Place de la gare 77680 Roissy-en-Brie;77390;Roissy-en-Brie;623033;2421933;48.7954076773, 2.64984936854;5;0
87116137;LONGUEVILLE;LONGUEVILLE;GARE DE LONGUEVILLE;Longueville;Longueville;Rue de Verdun 77650 Longueville;77260;Longueville;667488;2390918;48.5135111491, 3.24968452995;5;0
87116244;MORTCERF;MORTCERF;GARE DE MORTCERF;;Mortcerf;AVENUE DE LA GARE 77163 MORTCERF;77318;Mortcerf;641992;2421365;48.7893454005, 2.90770615404;5;0
87116277;FAREMOUTIERS POMMEUSE;FAREMOUTIERS POMMEUSE;GARE DE FAREMOUTIERS POMMEUSE;;Faremoutiers - Pommeuse;avenue de la Bilbauderie 77515 Pommeuse;77371;Pommeuse;648258;2423549;48.8085349039, 2.99318415513;5;0
87116327;ESBLY;ESBLY;GARE D'ESBLY;Esbly;Esbly;;77171;Esbly;634794;2433973;48.9030870706, 2.81083070974;5;0
87116491;TRILPORT;TRILPORT;GARE DE TRILPORT;Trilport;Trilport;;77475;Trilport;644906;2440384;48.9600729681, 2.94935724218;5;0
87116574;CHEZY SUR MARNE;CHEZY SUR MARNE;GARE DE CHEZY SUR MARNE;;Chézy-sur-Marne;;2186;Chézy-sur-Marne;675262;2444237;48.9918518743, 3.36428923528;100;0
87116731;COUILLY SAINT-GERMAIN QUINCY;COUILLY SAINT-GERMAIN QUINCY;GARE DE COUILLY ST GERMAIN QUINCY;;Couilly-Pont-aux-Dames - Saint-Germain-sur-Morin - Quincy-Voisin;Place de la Gare 77860 Saint-Germain-sur-Morin;77413;Saint-Germain-sur-Morin;637980;2431719;48.8826500019, 2.85406030652;5;0
87271015;SAINT-DENIS;SAINT-DENIS;GARE DE ST DENIS;St Denis;Saint-Denis;Rue Ambroise Croizat 93200 St Denis;93066;Saint-Denis;600696;2437396;48.9347897043, 2.34599834644;3;0
87271031;PARIS NORD (GARE DU NORD);PARIS NORD;GARE DU NORD SURFACE;Gare du Nord;Gare du Nord Surface;;75110;Paris;601529;2431239;48.8794550008, 2.35733955798;1;0
87271205;GENNEVILLIERS;GENNEVILLIERS;GARE DE GENNEVILLIERS;Gennevill.;Gennevilliers;;92036;Gennevilliers;597844;2437276;48.9337077898, 2.30709579749;3;0
87271437;VERT GALANT;VERT GALANT;GARE DE VERT GALANT;Vert Galant;Vert Galant;3, Place de la Gare, 93420 Villepinte;93078;Villepinte;616874;2438511;48.944589686, 2.56672079041;4;0
87271486;PARC DES EXPOSITIONS;PARC DES EXPOSITIONS;GARE DE PARC DES EXPOSITIONS;Parc Expo;Parc des expositions;Avenue des Nations, 93420 Villepinte;93078;Villepinte;613017;2441735;48.9736522285, 2.51419793524;4;0
87271528;MITRY CLAYE;MITRY CLAYE;GARE DE MITRY CLAYE;Mitry-Claye;Mitry-Claye;Rue Jean Caille, 77290, Mitry Mory;77294;Mitry-Mory;622413;2441999;48.9757656753, 2.64247497956;5;0
87271593;CREPY EN VALOIS;CREPY EN VALOIS;GARE DE CREPY EN VALOIS;;Crépy-en-Valois;;60176;Crépy-en-Valois;640231;2470526;49.231220388, 2.88844224326;100;0
87276030;CHAMP DE COURSES D'ENGHIEN;CHAMP DE COURSES D'ENGHIEN;GARE DE CHAMP DE COURSES D ENGHIEN;C. Courses;Champ de Courses d'Enghien;Chaussée Jules César 95230 Soisy-sous-Montmorency;95598;Soisy-sous-Montmorency;596725;2442406;48.9798046558, 2.29179173933;4;0
87276097;PIERRELAYE;PIERRELAYE;GARE DE PIERRELAYE;Pierrelaye;Pierrelaye;Place du 8 Mai 1945 95480 Pierrelaye;95488;Pierrelaye;586613;2446838;49.0194997296, 2.15359623504;5;0
87276113;CHANTILLY GOUVIEUX;CHANTILLY GOUVIEUX;GARE DE CHANTILLY GOUVIEUX;;Chantilly - Gouvieux;;60141;Chantilly;608978;2465468;49.1869791522, 2.45956612376;100;0
87276170;SAINT-GRATIEN;SAINT-GRATIEN;GARE DE ST GRATIEN;St Gratien;Saint-Gratien;Rue de Verdun 95210 Saint-Gratien;95555;Saint-Gratien;596214;2440627;48.9638146849, 2.28483149536;5;0
87276261;SURVILLIERS FOSSES;SURVILLIERS FOSSES;GARE DE SURVILLIERS FOSSES;Survilliers;Survilliers - Fosses;Place Jean Moulin 95470 Survilliers;95250;Fosses;613809;2455750;49.0995751583, 2.52546755625;5;0
87276386;SARCELLES SAINT-BRICE;SARCELLES SAINT-BRICE;GARE DE SARCELLES ST BRICE;Sarcelles;Sarcelles - Saint-Brice-sous-Forêt;Boulevard du Docteur Galvani / Place de la Gare;95539;Saint-Brice-sous-Foret;602339;2444129;48.9952928969, 2.36844640671;4;0
87276469;PERSAN BEAUMONT;PERSAN BEAUMONT;GARE DE PERSAN BEAUMONT;Persan B.;Persan - Beaumont-sur-Oise;Avenue de la Gare 95340 Persan;95487;Persan;595830;2461141;49.1481493422, 2.27938439623;5;0
87276527;L'ISLE ADAM PARMAIN;L'ISLE ADAM PARMAIN;GARE DE L ISLE ADAM PARMAIN;L'Isle Adam;L'Isle-Adam - Parmain;Rue Raymond Poincaré, 95290 Parmain;95480;Parmain;590727;2457350;49.1140318769, 2.20957249819;5;0
87276543;AUVERS SUR OISE;AUVERS SUR OISE;GARE D'AUVERS SUR OISE;Auvers / O.;Auvers-sur-Oise;Rue du Général De Gaulle, 95430 Auvers S/Oise;95039;Auvers-sur-Oise;588213;2452522;49.070607684, 2.17529699034;5;0
87276592;GROS NOYER SAINT-PRIX;GROS NOYER SAINT-PRIX;GARE DE GROS NOYER ST PRIX;Gros Noyer;Gros Noyer Saint-Prix;Rue du gros Noyer 95120 Ermont;95219;Ermont;594300;2444335;48.9971223075, 2.25865802489;4;0
87276675;MERIEL;MERIEL;GARE DE MERIEL;Mériel;Mériel;Rue Théodore Rousseau 95630 Meriel;95392;Mériel;590413;2453324;49.0778512192, 2.20536692885;5;0
87332932;MONDESIR;MONDESIR;MONDESIR;;Guillerval Mondésir;;91294;Guillerval;581144;2374705;48.370995806, 2.08207328137;5;0
87332957;ROUTE DE MONNERVILLE;ROUTE DE MONNERVILLE;ROUTE DE MONNERVILLE;;Pussay Route de Monnerville;;91511;Pussay;574815;2372206;48.3483125853, 1.9968179759;5;0
87366922;SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;GARE DE ST GERMAIN BEL AIR FOURQUEUX;St Germain B;Saint-Germain-en-Laye Bel-Air - Fourqueux;Place du Préfet Claude Erignac 78100 Saint Germain en Laye;78551;Saint-Germain-en-Laye;580590;2433004;48.8950238658, 2.07194236158;4;0
87381095;LE STADE;LE STADE;GARE DU STADE;Le Stade;Le Stade;Boulevard de Finlande 92700 Colombes;92025;Colombes;594445;2437035;48.9315212251, 2.26073536363;3;0
87381152;BOISSY L'AILLERIE;BOISSY L'AILLERIE;GARE DE BOISSY L AILLERIE;Boissy l'A.;Boissy-l'Aillerie;Rue de la Gare 95650 Boissy l'Aillerie;95078;Boissy-l'Aillerie;577252;2453130;49.0757741194, 2.02535654106;5;0
87381228;CHAUMONT EN VEXIN;CHAUMONT EN VEXIN;GARE DE CHAUMONT EN VEXIN;;Chaumont-en-Vexin;;60143;Chaumont-en-Vexin;566143;2473846;49.2614118567, 1.8717330089;100;0
87381459;CONFLANS FIN D'OISE;CONFLANS FIN D'OISE;GARE DE CONFLANS FIN D'OISE;Conflans FO;Conflans Fin d'Oise;Place Geoges Clémenceau;78172;Conflans-Sainte-Honorine;580817;2443481;48.9891848652, 2.07455911528;5;0
87381483;MAURECOURT;MAURECOURT;GARE DE MAURECOURT;Maurécourt;Maurecourt;Rue de Bel Air 78570 Andrésy;78015;Andrésy;579728;2443253;48.9871023339, 2.05969989674;5;0
87381574;ISSOU PORCHEVILLE;ISSOU PORCHEVILLE;GARE D'ISSOU PORCHEVILLE;Issou Porch.;Issou - Porcheville;Rue de la Gare 78440 Issou;78314;Issou;559608;2442490;48.9792913425, 1.7850515873;5;0
87381731;NEZEL AULNAY;NEZEL AULNAY;GARE DE NEZEL AULNAY;Nezel Aulnay;Nézel - Aulnay-sur-Mauldre;Place de la gare 78410 Nézel;78451;Nézel;563642;2437937;48.9386178404, 1.84051710634;5;0
87381830;MEULAN HARDRICOURT;MEULAN HARDRICOURT;GARE DE MEULAN HARDRICOURT;Meulan H;Meulan-en-Yvelines - Hardricourt;Avenue de la Gare 78250 Meulan Hardricourt;78299;Hardricourt;568182;2445379;49.005736642, 1.90188702143;5;0
87381863;CORMEILLES EN PARISIS;CORMEILLES EN PARISIS;GARE DE CORMEILLES EN PARISIS;Cormeilles;Cormeilles-en-Parisis;1 Place Pierre Sémard 95240 Cormeilles en Parisis;95176;Cormeilles-en-Parisis;589514;2441174;48.9686551718, 2.19337424669;4;0
87382002;BECON LESBRUYERES;BECON LES BRUYERES;GARE DE BECON LES BRUYERES;Bécon-Les-B.;Bécon les Bruyères;Rue Madira - 92400 Courbevoie;92026;Courbevoie;595017;2434148;48.9055805862, 2.26857173893;3;0
87382358;SAINT-CLOUD;SAINT-CLOUD;GARE DE ST CLOUD;St Cloud;Saint-Cloud;42 Rue Dailly 92210 Saint Cloud;92064;Saint-Cloud;591217;2427340;48.8443540357, 2.21690859829;3;0
87382440;BOUGIVAL;BOUGIVAL;GARE DE BOUGIVAL;Bougival;Bougival;Place Maréchal Leclerc 78170 La Celle-Saint-Cloud;78126;La Celle-Saint-Cloud;585002;2428451;48.8542235026, 2.13224046835;4;0
87382465;MARLY LE ROI;MARLY LE ROI;GARE DE MARLY LE ROI;Marly-le-Roi;Marly-le-Roi;Rue Carnot 78160 Marly le Roi;78372;Marly-le-Roi;582393;2430364;48.8713498332, 2.09662765703;4;0
87382804;SAINT-GERMAIN EN LAYE GRANDE CEINTURE;SAINT-GERMAIN EN LAYE GRANDE CEINTURE;GARE DE ST GERMAIN GRANDE CEINTURE;St GermainGC;Saint-Germain-en-Laye Grande Ceinture;Place Christiane Frahier 78100 St Germain en Laye;78551;Saint-Germain-en-Laye;580680;2433912;48.9031868487, 2.07312748284;4;0
87386003;LA GARENNE COLOMBES;LA GARENNE COLOMBES;GARE DE LA GARENNE COLOMBES;La Garenne;La Garenne-Colombes;;92035;La Garenne-Colombes;592916;2434579;48.9094340652, 2.23992160213;3;0
87386417;SARTROUVILLE;SARTROUVILLE;GARE DE SARTROUVILLE;Sartrouville;Sartrouville;Places des fusillés par la rue Lamartine;78586;Sartrouville;586857;2437743;48.9377726159, 2.15721464809;4;0
87386730;AUBERGENVILLE ELISABETHVILLE;AUBERGENVILLE ELISABETHVILLE;GARE D'AUBERGENVILLE ELISABETHVILLE;Aubergenvill;Aubergenville Élisabethville;Rue de la Gare 78410 Aubergenville;78029;Aubergenville;564248;2441642;48.9719470473, 1.84846949108;5;0
87391532;VANVES MALAKOFF;VANVES MALAKOFF;GARE DE VANVES MALAKOFF;Vanves;Vanves - Malakoff;Place Albert Culot 92170 Vanves;92075;Vanves;596696;2424460;48.8185217339, 2.29153832055;2;0
87393009;VERSAILLES CHANTIERS;VERSAILLES CHANTIERS;GARE DE VERSAILLES CHANTIERS;VersaillesCh;Versailles Chantier;4 Rue de l'Abbé Rousseau 78000 Versailles;78646;Versailles;585222;2421924;48.7955663445, 2.13546496397;4;0
87393074;ISSY;ISSY;GARE D'ISSY;Issy;Issy-les-Moulineaux;87, Avenue de Verdun 92130   Issy-les-Moulineaux;92040;Issy-les-Moulineaux;594329;2424633;48.8200598727, 2.25932087481;2;0
87393173;CHAVILLE VELIZY;CHAVILLE VELIZY;GARE DE CHAVILLE VELIZY;Chaville V.;Chaville - Vélizy-Villacoublay;1, Place de Verdun 78140   Viroflay;78686;Viroflay;588788;2422385;48.7997821325, 2.18396483387;3;0
87393272;COIGNIERES;COIGNIERES;GARE DE COIGNIERES;Coignières;Coignières;Rue de la Gare 78310 Coignières;78168;Coignières;569410;2416213;48.7436769393, 1.92077150693;5;0
87393298;LE PERRAY;LE PERRAY;GARE DU PERRAY;Le Perray;Le Perray-en-Yvelines;Place de la Gare 78610 Le Perray en Yvelines;78486;Le Perray-en-Yvelines;564634;2410556;48.6925852309, 1.85633484373;5;0
87393363;BEYNES;BEYNES;GARE DE BEYNES;Beynes;Beynes;16 Avenue de la Gare 78650 Beynes;78062;Beynes;566180;2429101;48.8593481468, 1.87584668455;5;0
87393462;HOUDAN;HOUDAN;GARE DE HOUDAN;Houdan;Houdan;Boulevard de la Gare 78550 Houdan;78310;Houdan;546028;2422206;48.7960015891, 1.60224956795;5;0
87393538;VAUBOYEN;VAUBOYEN;GARE DE VAUBOYEN;Vauboyen;Vauboyen;Rue de Vauboyen 78350   Jouy-en-Josas;78322;Jouy-en-Josas;589373;2417861;48.7591305371, 2.19203757667;4;0
87393579;MASSY PALAISEAU;MASSY PALAISEAU;GARE DE MASSY PALAISEAU RER C;Massy P.;Massy - Palaiseau;6, Place Pierre Sémard 91300   Massy;91377;Massy;594118;2414046;48.7249016766, 2.25659692368;4;0
87393652;PETIT VAUX;PETIT VAUX;GARE DE PETIT VAUX;Petit-Vaux;Petit Vaux;Rue du Petit Vaux  91360   Epinay-sur-Orge;91216;Epinay-sur-Orge;599818;2408616;48.6761212575, 2.33403789799;4;0
87394114;EPERNON;EPERNON;GARE D'EPERNON;;Épernon;;28140;Epernon;547684;2398510;48.5831533602, 1.62768739729;100;0
87415885;ROSNY SUR SEINE;ROSNY SUR SEINE;GARE DE ROSNY SUR SEINE;;Rosny-sur-Seine;Rue de la Gare 78710 Rosny Sur Seine;78531;Rosny-sur-Seine;548315;2444570;48.9971698871, 1.63062589505;5;0
87431791;ROUGEMONT CHANTELOUP (T4);ROUGEMONT CHANTELOUP;ROUGEMONT CHANTELOUP;;Rougemont Chanteloup;;93071;Sevran;613142;2436948;48.9306303553, 2.51575588791;4;0
87543207;AVENUE DU PRESIDENT KENNEDY - Maison de Radio France;AVENUE DU PRESIDENT KENNEDY - Maison de Radio France;AVENUE DU PRESIDENT KENNEDY;Av. Kennedy;Avenue du Président Kennedy Radio France;6, Rue du Ranelagh 75016   Paris;75116;Paris;595874;2428306;48.8530831497, 2.28031289395;1;0
87545129;GUILLERVAL;GUILLERVAL;GARE DE GUILLERVAL;;Guillerval;;91294;Guillerval;579491;2375083;48.3743438864, 2.05975019095;5;0
87545178;BOURAY;BOURAY;GARE DE BOURAY;Bouray;Bouray-sur-Juine;Paté de Lardy 91850  Lardy;91330;Lardy;596584;2392719;48.5332110052, 2.29027219707;5;0
87545244;JUVISY;JUVISY;GARE DE JUVISY;Juvisy;Juvisy-sur-Orge;;91326;Juvisy-sur-Orge;603440;2410102;48.6894695504, 2.38321063154;4;0
87545293;VITRY SUR SEINE;VITRY SUR SEINE;GARE DE VITRY SUR SEINE;Vitry /Seine;Vitry-sur-Seine;Cour de la Gare 94400   Vitry-sur-Seine;94081;Vitry-sur-Seine;604844;2422459;48.800528137, 2.40241090458;3;0
87545350;SAINT-MARTIN D'ETAMPES;SAINT-MARTIN D'ETAMPES;GARE DE ST MARTIN D ETAMPES;St Martin;Saint-Martin d'Étampes;Rue Salvador Allende 91150   Etampes;91223;Etampes;585838;2380987;48.427593794, 2.14520579403;5;0
87545491;BREUILLET VILLAGE;BREUILLET VILLAGE;GARE DE BREUILLET VILLAGE;Breuillet v.;Breuillet Village;Rue de la Gare 91650   Breuillet;91105;Breuillet;587814;2396256;48.5649002906, 2.17146323878;5;0
87546192;PONT DE RUNGIS Aéroport d'Orly;PONT DE RUNGIS Aéroport d'Orly;GARE DE PONT DE RUNGIS;Pont de R;Pont de Rungis Aéroport d'Orly;Avenue du Docteur Marie 94150   Thiais;94073;Thiais;602680;2416599;48.7478708023, 2.37293264591;4;0
87547026;PARIS AUSTERLITZ (GARE D'AUSTERLITZ);PARIS AUSTERLITZ;GARE D'AUSTERLITZ RER C;Paris Aust.;Paris Austerlitz RER C;;75113;Paris;602071;2427311;48.8441510423, 2.36470621178;1;0
87681312;VIRY CHATILLON;VIRY CHATILLON;GARE DE VIRY CHATILLON;Viry Chat.;Viry-Châtillon;Avenue du Général de Gaulle 91170 Viry Châtillon;91687;Viry-Châtillon;603677;2408612;48.6760751629, 2.38641557346;4;0
87681379;GRIGNY CENTRE;GRIGNY CENTRE;GARE DE GRIGNY CENTRE;Grigny;Grigny;Route de Corbeil 91350 Grigny centre;91286;Grigny;604390;2406107;48.6535538719, 2.39606757755;5;0
87681395;LE BRAS DE FER - Evry Génopole;LE BRAS DE FER - Evry Génopole;GARE DU BRAS DE FER;Bras de Fer;Le Bras de Fer;Place du Commandant Charcot / Bld des Coquibus 9100  Evry;91228;Evry;608432;2402739;48.6232392312, 2.45083926614;5;0
87681478;BOUTIGNY;BOUTIGNY;GARE DE BOUTIGNY;Boutigny;Boutigny;Place de la Gare 91820 Boutigny Sur Essonne;91099;Boutigny-sur-Essonne;602966;2381781;48.4348816689, 2.37658302485;5;0
87681809;VILLENEUVE TRIAGE;VILLENEUVE TRIAGE;GARE DE VILLENEUVE TRIAGE;Villeneuve T;Villeneuve-Saint-Georges Triage ->;2 Avenue de Choisy 94190 Villeneuve St Georges;94078;Villeneuve-Saint-Georges;607494;2416358;48.745666991, 2.43835838754;4;0
87682112;YERRES;YERRES;GARE DE YERRES;;Yerres;Place de la Gare 91330 Yerres;91691;Yerres;610814;2412035;48.7067634252, 2.48337131052;4;0
87682146;COMBS LA VILLE QUINCY;COMBS LA VILLE QUINCY;GARE DE COMBS LA VILLE QUINCY;Combs la V.;Combs-la-Ville - Quincy-sous-Sénart;Avenue de la Gare, 77380 Combs La Ville;77122;Combs-la-Ville;615562;2407644;48.6671976463, 2.54769338184;5;0
87682203;BOIS LE ROI;BOIS LE ROI;GARE DE BOIS LE ROI;;Bois-le-Roi;Rue de la gare 77590 Bois-le-Roi;77037;Bois-le-Roi;626292;2386365;48.4755666724, 2.69200060593;5;0
87682419;CHARTRETTES;CHARTRETTES;GARE DE CHARTRETTES;;Chartrettes;Avenue Galliéni 77770 Chartrettes;77096;Chartrettes;626512;2387650;48.4871097023, 2.69505424001;5;0
87682468;VERNOU SUR SEINE;VERNOU SUR SEINE;GARE DE VERNOU SUR SEINE;;Vernou-la-Celle-sur-Seine;route de montereau 77670 Vernou-le-Celle-sur-Seine;77494;Vernou-la-Celle-sur-Seine;637477;2376596;48.3871918594, 2.84237865621;5;0
87682500;VOSVES;VOSVES;GARE DE VOSVES;Vosves;Vosves;Rue de la Gare 77190 Dammarie Les Lys;77152;Dammarie-les-Lys;619406;2390722;48.5149781204, 2.59909325048;5;0
87683102;VILLENEUVE LA GUYARD;VILLENEUVE LA GUYARD;GARE DE VILLENEUVE LA GUYARD;;Villeneuve-la-Guyard;;89460;Villeneuve-la-Guyard;654518;2371804;48.3429016065, 3.07178315297;100;0
87683268;LAROCHE MIGENNES;LAROCHE MIGENNES;GARE DE LAROCHE MIGENNES;;Laroche-Saint-Cydroine - Migennes;;89257;Migennes;687862;2329718;47.9608533915, 3.51294069569;100;0
87684191;BAGNEAUX SUR LOING;BAGNEAUX SUR LOING;GARE DE BAGNEAUX SUR LOING;;Bagneaux-sur-Loing;Place de la gare 77167 Bagneaux-sur-Loing;77016;Bagneaux-sur-Loing;627251;2359136;48.230720823, 2.70325251947;5;0
87686667;PARIS BERCY (GARE DE BERCY);PARIS BERCY;GARE DE BERCY;;Paris Bercy;;75112;Paris;603374;2426818;48.8397147738, 2.38244508142;1;0
87758011;LA DEFENSE GRANDE ARCHE;LA DEFENSE GRANDE ARCHE;GARE DE LA DEFENSE RER A;;La Grande Arche de la Défense;;92062;;592742;2432654;48.8921319365, 2.23758257184;3;1
87758037;NANTERRE UNIVERSITE;NANTERRE UNIVERSITE;GARE DE NANTERRE UNIVERSITE RER A;;Nanterre Université;;92050;Nanterre;591099;2433704;48.9015475909, 2.21516720292;3;1
87758086;LE VESINETLE PECQ;LE VESINETLE PECQ;GARE DU VESINET LE PECQ;;Le Vésinet - Le Pecq;;78650;Le Vésinet;584282;2433353;48.8982617452, 2.12225185668;4;1
87758151;SAINT-MAUR CRETEIL;SAINT-MAUR CRETEIL;GARE DE ST MAUR CRETEIL;;Saint-Maur-des-Fossés - Créteil;;94068;Saint-Maur-des-Fossés;609981;2423111;48.8063293818, 2.4723169521;3;1
87758201;BOISSY SAINT-LEGER;BOISSY SAINT-LEGER;GARE DE BOISSY ST LEGER;;Boissy-Saint-Léger;;94004;Boissy-Saint-Léger;612421;2417187;48.7530423598, 2.50534535329;4;1
87758326;BRY SUR MARNE;BRY SUR MARNE;GARE DE BRY SUR MARNE;;Bry-sur-Marne;;94015;Bry-sur-Marne;613938;2427345;48.844309728, 2.5262979201;4;1
87758375;TORCY;TORCY;GARE DE TORCY;;Torcy;;77468;Torcy;623373;2426823;48.8393450116, 2.65474342419;5;1
87758656;GENTILLY;GENTILLY;GARE DE GENTILLY;;Gentilly;;94037;Gentilly;600331;2424086;48.8151690461, 2.34101082385;2;1
87758706;SCEAUX;SCEAUX;GARE DE SCEAUX;;Sceaux;;92071;Sceaux;597109;2420331;48.781412968, 2.29718793977;3;1
87758771;LES BACONNETS;LES BACONNETS;GARE DES BACONNETS;;Les Baconnets;;92002;Antony;596391;2415677;48.7395785722, 2.28746296112;4;1
87758847;ORSAY VILLE;ORSAY VILLE;GARE D'ORSAY VILLE;;Orsay;;91471;Orsay;588634;2411027;48.6976916156, 2.18217452645;5;1
87758896;SAINT-REMY LES CHEVREUSE;SAINT-REMY LES CHEVREUSE;GARE DE ST REMY LES CHEVREUSE;;Saint-Rémy-lès-Chevreuse;;78575;Saint-Rémy-lès-Chevreuse;580431;2411627;48.7028869861, 2.07076307637;5;1
87758854;BURES SUR YVETTE;BURES SUR YVETTE;GARE DE BURES SUR YVETTE;;Bures-sur-Yvette;;91122;Bures-sur-Yvette;587226;2410820;48.6958044781, 2.16306227518;5;1
87785436;SAINT-MICHEL NOTRE DAME;SAINT-MICHEL NOTRE DAME;ST MICHEL ND RER B;;Saint-Michel;;75104;Paris;600537;2428345;48.8534470903, 2.34381916735;1;1
87758888;COURCELLE SUR YVETTE;COURCELLE SUR YVETTE;GARE DE COURCELLE SUR YVETTE;;Courcelle sur Yvette;;91272;Gif-sur-Yvette;582513;2411404;48.7009426381, 2.09904538368;5;1
87758763;FONTAINE MICHALON;FONTAINE MICHALON;GARE DE FONTAINE MICHALON;;Fontaine Michalon;;92002;Antony;597063;2416078;48.7431863371, 2.29659224464;4;1
87758839;LE GUICHET;LE GUICHET;GARE DU GUICHET;;Le Guichet;;91471;Orsay;589312;2411829;48.7049120727, 2.19136051979;5;1
87758870;GIF SUR YVETTE;GIF SUR YVETTE;GARE DE GIF SUR YVETTE;;Gif-sur-Yvette;;91272;Gif-sur-Yvette;585285;2411110;48.6983695617, 2.13669740173;5;1
87988717;LYCEE HENRI SELLIER (T4);LYCEE HENRI SELLIER;LYCEE HENRI SELLIER;;Lycée Henri Sellier;;93046;Livry-Gargan;613090;2435392;48.9166477752, 2.51499863734;4;0
